iem_cd,name,ticker,sector,industry,up52wk,down52wk,변동률(%),sector2
US83067L1098,Skillz Inc.,SKLZ,Communication Services,Electronic Gaming & Multimedia,13.13,0.952,1279.201681,서비스/오락/문화
US2372661015,Darling Ingredients Inc.,DAR,Consumer Defensive,Packaged Foods,87.59,55.71,57.22491474,제조
US01609W1027,Alibaba Group Holding Limited,BABA,Consumer Cyclical,Internet Retail,182.09,73.28,148.485262,유통
US8740391003,Taiwan Semiconductor Manufacturing Company Limited,TSM,Technology,Semiconductors,145,68.48,111.7406542,전기/전자
US35953D1046,fuboTV Inc.,FUBO,Communication Services,Broadcasting,35.1,2.318,1414.236411,서비스/오락/문화
US91332U1016,Unity Software Inc.,U,Technology,Software & Applicationpplication,210,29.09,621.8975593,IT
US56804T2050,Marin Software Incorporated,MRIN,Technology,Software & Applicationpplication,8.99,1.27,607.8740157,IT
KYG679271067,"Ostin Technology Group Co., Ltd.",OST,Technology,Electronic Components,47.79,1.14,4092.105263,전기/전자
US07160F2065,"Baudax Bio, Inc.",BXRX,Healthcare,Biotechnology,22.4,0.23,9639.130435,의료/의약
US40619L1026,Hall of Fame Resort & Entertainment Company,HOFV,Communication Services,Entertainment,2.691,0.522,415.5172414,서비스/오락/문화
US87918A1051,"Teladoc Health, Inc.",TDOC,Healthcare,Health Information Services,156.82,25.95,504.3159923,의료/의약
US5951121038,"Micron Technology, Inc.",MU,Technology,Semiconductors,98.45,48.45,103.1991744,전기/전자
US8522341036,"Block, Inc.",SQ,Technology,Software—Infrastructure,270.16,53.9,401.2244898,IT
US25400W1027,"Digital Turbine, Inc.",APPS,Technology,Software & Applicationpplication,93.98,14.09,566.9978708,IT
US1729674242,Citigroup Inc.,C,Financial Services,Banks—Diversified,73.72,42.01,75.48202809,금융업
US04342Y1047,"Asana, Inc.",ASAN,Technology,Software & Applicationpplication,145.79,16.19,800.4941322,IT
US6700024010,"Novavax, Inc.",NVAX,Healthcare,Biotechnology,236.5,17.85,1224.929972,의료/의약
US92766K1060,"Virgin Galactic Holdings, Inc.",SPCE,Industrials,Aerospace & Defense,25.52,4.73,439.5348837,제조
US1420381089,"Caribou Biosciences, Inc.",CRBU,Healthcare,Biotechnology,24,4.89,390.797546,의료/의약
US74767V1098,QuantumScape Corporation,QS,Consumer Cyclical,Auto Parts,43.08,8.22,424.0875912,IT
CA25381D2068,Digihost Technology Inc.,DGHI.V,Technology,Software & Applicationpplication,9.93,0.79,1156.962025,IT
US0536041041,"AvePoint, Inc.",AVPT,Technology,Software—Infrastructure,9.58,3.88,146.9072165,IT
US74374T1097,Proterra Inc.,PTRA,Consumer Cyclical,Auto Manufacturers,13.22,4.26,210.3286385,제조
IL0011681371,Nano-X Imaging Ltd.,NNOX,Healthcare,Medical Devices,28.6,8.23,247.509113,의료/의약
US33813J1060,Fisker Inc.,FSR,Consumer Cyclical,Auto Manufacturers,23.75,7.54,214.9867374,제조
CA83336J2083,Snow Lake Resources Ltd.,LITM,Basic Materials,Other Industrial Metals & Mining,18.42,1.515,1115.841584,철강
US25809K1051,"DoorDash, Inc.",DASH,Communication Services,Internet Content & Information,257.25,48.94,425.6436453,서비스/오락/문화
US6837121036,Opendoor Technologies Inc.,OPEN,Real Estate,Real Estate Services,25.325,2.85,788.5964912,건설업
KYG825141032,Social Capital Hedosophia Holdings Corp. IV,IPOD,Financial Services,Shell Companies,10.61,9.77,8.597748209,금융업
US8334451098,Snowflake Inc.,SNOW,Technology,Software & Applicationpplication,405,110.26,267.3136223,IT
US9837FR1002,XL Fleet Corp.,XL,Consumer Cyclical,Auto Parts,6.38,0.87,633.3333333,IT
BMG3728V1090,GAN Limited,GAN,Consumer Cyclical,Gambling,16.5,2,725,서비스/오락/문화
KYG8251L1059,Social Capital Hedosophia Holdings Corp. VI,IPOF,Financial Services,Shell Companies,10.99,9.8,12.14285714,금융업
BMG6964L1072,Paysafe Limited,PSFE,Technology,Information Technology Services,8.46,1.33,536.0902256,IT
IL0011754137,Taboola.com Ltd.,TBLA,Communication Services,Internet Content & Information,10.27,1.84,458.1521739,서비스/오락/문화
US4579191085,InnSuites Hospitality Trust,IHT,Real Estate,REIT—Hotel & Motel,5,1.98,152.5252525,금융업
CA05223F1062,Austin Gold Corp.,AUST,Basic Materials,Gold,29,0.77,3666.233766,철강
US4510332038,"iBio, Inc.",IBIO,Healthcare,Biotechnology,1.07,0.18,494.4444444,의료/의약
US02116A1043,Alset EHome International Inc.,AEI,Real Estate,Real Estate—Development,2.44,0.185,1218.918919,건설업
US3743964062,"Gevo, Inc.",GEVO,Basic Materials,Specialty Chemicals,7.93,2.12,274.0566038,화학
CA0585861085,Ballard Power Systems Inc.,BLDP.TO,Industrials,Specialty Industrial Machinery,24.48,7.46,228.150134,기계
CA0202833053,Almaden Minerals Ltd.,AMM.TO,Basic Materials,Gold,0.62,0.27,129.6296296,철강
BMG9456A1009,Golar LNG Limited,GLNG,Energy,Oil & Gas Midstream,30.66,10.79,184.1519926,화학
US00161P1093,"Alfi, Inc.",ALF,Technology,Software—Infrastructure,6.9,0.86,702.3255814,IT
US5927701012,Mexco Energy Corporation,MXC,Energy,Oil & Gas E&P,43,8.35,414.9700599,화학
US68559A1097,"Orbital Infrastructure Group, Inc.",OIG,Industrials,Engineering & Construction,3.11,0.4428,602.3486902,건설업
US15130G6008,"Cemtrex, Inc.",CETX,Technology,Software—Infrastructure,1.73,0.193,796.373057,IT
US5160121019,"Lannett Company, Inc.",LCI,Healthcare,Drug Manufacturers—Specialty & Generic,3.03,0.43,604.6511628,의료/의약
US70532Y3036,PEDEVCO Corp.,PED,Energy,Oil & Gas E&P,2.44,0.902,170.5099778,화학
CA91688R1082,Ur-Energy Inc.,URE.TO,Energy,Uranium,2.72,1.26,115.8730159,화학
US6793451088,OKYO Pharma Limited,OKYO,Healthcare,Biotechnology,6.11,1.81,237.5690608,의료/의약
US8781551002,"Team, Inc.",TISI,Industrials,Specialty Business Services,3.67,0.52,605.7692308,제조
US38068T1051,Gold Resource Corporation,GORO,Basic Materials,Gold,2.63,1.5,75.33333333,철강
US03834B3096,AppTech Payments Corp.,APCX,Technology,Software—Infrastructure,3.15,0.45,600,IT
US26253C1027,"DSS, Inc.",DSS,Consumer Cyclical,Packaging & Containers,1.3,0.254,411.8110236,제조
US86803X2045,"Sunworks, Inc.",SUNW,Technology,Solar,7.219,1.23,486.9105691,기타
KYG8651P1101,"SPI Energy Co., Ltd.",SPI,Technology,Solar,7.69,1.3,491.5384615,기타
US8870801094,"Timber Pharmaceuticals, Inc.",TMBR,Healthcare,Biotechnology,0.92,0.09,922.2222222,의료/의약
US76680V1089,"Ring Energy, Inc.",REI,Energy,Oil & Gas E&P,5.09,2.02,151.980198,화학
US46265P1075,iPower Inc.,IPW,Consumer Cyclical,Internet Retail,3.97,0.7,467.1428571,유통
US64132R1077,"NeuroBo Pharmaceuticals, Inc.",NRBO,Healthcare,Biotechnology,93,7.41,1155.060729,의료/의약
US46625H1005,JPMorgan Chase & Co.,JPM,Financial Services,Banks—Diversified,172.96,104.4,65.67049808,금융업
US5324571083,Eli Lilly and Company,LLY,Healthcare,Drug Manufacturers—General,341.7,224.22,52.39496923,의료/의약
US35952H6018,"FuelCell Energy, Inc.",FCEL,Industrials,Electrical Equipment & Parts,11.63,2.87,305.2264808,전기/전자
US75946W2070,"Reliance Global Group, Inc.",RELI,Financial Services,Insurance Brokers,10.49,0.68,1442.647059,금융업
US89157G8841,"ToughBuilt Industries, Inc.",TBLT,Industrials,Tools & Accessories,92.85,1.34,6829.104478,제조
US0906556065,"BioRestorative Therapies, Inc.",BRTX,Healthcare,Biotechnology,24,2.46,875.6097561,의료/의약
US09062X1037,Biogen Inc.,BIIB,Healthcare,Drug Manufacturers—General,290.76,187.16,55.35370806,의료/의약
US60785L2079,"Modular Medical, Inc.",MODD,Healthcare,Medical Devices,6.05,2.55,137.254902,의료/의약
US9842411095,"Y-mAbs Therapeutics, Inc.",YMAB,Healthcare,Biotechnology,29.53,6.5,354.3076923,의료/의약
US74704P4054,Puxin Limited,NEWYY,Consumer Defensive,Education & Training Services,11.9,0.001,1189900,서비스/오락/문화
US8807701029,"Teradyne, Inc.",TER,Technology,Semiconductor Equipment & Materials,168.91,76.18,121.7248622,전기/전자
US98422D1054,XPeng Inc.,XPEV,Consumer Cyclical,Auto Manufacturers,56.45,11.85,376.371308,제조
BMG169621056,Bunge Limited,BG,Consumer Defensive,Farm Products,128.4,80.41,59.68163164,제조
US90353T1007,"Uber Technologies, Inc.",UBER,Technology,Software & Applicationpplication,48.88,19.9,145.6281407,IT
US50202M1027,Li Auto Inc.,LI,Consumer Cyclical,Auto Manufacturers,41.49,16.86,146.0854093,제조
CH0334081137,CRISPR Therapeutics AG,CRSP,Healthcare,Biotechnology,112.39,42.51,164.3848506,의료/의약
KYG367381053,Fresh Del Monte Produce Inc.,FDP,Consumer Defensive,Farm Products,34,22.63,50.24304021,제조
US0567521085,"Baidu, Inc.",BIDU,Communication Services,Internet Content & Information,182.6,101.62,79.68903759,서비스/오락/문화
US65481N1000,Niu Technologies,NIU,Consumer Cyclical,Auto Manufacturers,27.81,4.07,583.2923833,제조
KYG017191142,Alibaba Group Holding Limited,9988.HK,Consumer Cyclical,Internet Retail,179.9,71,153.3802817,유통
KYG970081173,WuXi Biologics  Inc.,Cayman,Healthcare,Biotechnology,124.8,40.3,209.6774194,의료/의약
US92534K1079,"Vertex Energy, Inc.",VTNR,Energy,Oil & Gas Refining & Marketing,18.1,3.3,448.4848485,화학
US5747951003,Masimo Corporation,MASI,Healthcare,Medical Instruments & Supplies,305.21,112.07,172.3387169,의료/의약
US58933Y1055,"Merck & Co., Inc.",MRK,Healthcare,Drug Manufacturers—General,95.72,71.5,33.87412587,의료/의약
US7170811035,Pfizer Inc.,PFE,Healthcare,Drug Manufacturers—General,61.71,40.94,50.73277968,의료/의약
US55933J2033,Magnachip Semiconductor Corporation,MX,Technology,Semiconductors,22.28,10.11,120.3758655,전기/전자
US56400P7069,MannKind Corporation,MNKD,Healthcare,Biotechnology,5.44,2.49,118.4738956,의료/의약
CA29258Y1034,Endeavour Silver Corp.,EDR.TO,Basic Materials,Other Precious Metals & Mining,7.49,3.4,120.2941176,철강
US58286E1029,MDxHealth SA,MDXH,Healthcare,Diagnostics & Research,13.17,6,119.5,의료/의약
US28617K1016,"Eledon Pharmaceuticals, Inc.",ELDN,Healthcare,Biotechnology,6.37,2.27,180.6167401,의료/의약
VGG863021090,Swvl Holdings Corp.,SWVL,Technology,Software & Applicationpplication,11.4,0.7,1528.571429,IT
US88338N2062,"TherapeuticsMD, Inc.",TXMD,Healthcare,Drug Manufacturers—Specialty & Generic,41,1.99,1960.301508,의료/의약
US2362721001,"Danimer Scientific, Inc.",DNMR,Basic Materials,Specialty Chemicals,20.4,2.84,618.3098592,화학
US76152G1004,"Reviva Pharmaceuticals Holdings, Inc.",RVPH,Healthcare,Biotechnology,4.26,0.53,703.7735849,의료/의약
US09203E1055,"Black Diamond Therapeutics, Inc.",BDTX,Healthcare,Biotechnology,8.71,1.46,496.5753425,의료/의약
KYG144921056,Bon Natural Life Limited,BON,Consumer Defensive,Packaged Foods,9.77,1.51,547.0198675,제조
NL0015000LC2,Mainz Biomed B.V.,MYNZ,Healthcare,Diagnostics & Research,30,6.06,395.049505,의료/의약
US1375861036,Cango Inc.,CANG,Consumer Cyclical,Auto & Truck Dealerships,4.64,1.95,137.9487179,기타
US13089P1012,"Calithera Biosciences, Inc.",CALA,Healthcare,Biotechnology,43.8,2.3,1804.347826,의료/의약
US46604H1059,"IZEA Worldwide, Inc.",IZEA,Communication Services,Internet Content & Information,3.2,0.681,369.89721,서비스/오락/문화
US98212N1072,"Wrap Technologies, Inc.",WRAP,Technology,Scientific & Technical Instruments,6.3,1.6,293.75,IT
US47010C6075,"Jaguar Health, Inc.",JAGX,Healthcare,Biotechnology,2.66,0.15,1673.333333,의료/의약
US7047231052,"Pear Therapeutics, Inc.",PEAR,Healthcare,Health Information Services,14.6,1.34,989.5522388,의료/의약
US63008G2030,Nano Dimension Ltd.,NNDM,Technology,Computer Hardware,6.745,2.17,210.8294931,제조
US2056502030,COMSovereign Holding Corp.,COMS,Communication Services,Telecom Services,2.09,0.083,2418.072289,방송/통신
CA98942X1024,Zentek Ltd.,ZEN.V,Healthcare,Medical Instruments & Supplies,7.5,2.15,248.8372093,의료/의약
US78418A5056,"SG Blocks, Inc.",SGBX,Industrials,Metal Fabrication,4.8,1.5,220,제조
NL0015000M91,Wallbox N.V.,WBX,Technology,Electronic Components,27.5,7.55,264.2384106,전기/전자
US72919P2020,Plug Power Inc.,PLUG,Industrials,Electrical Equipment & Parts,46.5,12.7,266.1417323,전기/전자
US4525211078,Immersion Corporation,IMMR,Technology,Software & Applicationpplication,9.78,4.28,128.5046729,IT
US37611X1000,"Ginkgo Bioworks Holdings, Inc.",DNA,Healthcare,Biotechnology,15.864,2.09,659.0430622,의료/의약
US5770961002,"Matterport, Inc.",MTTR,Technology,Software & Applicationpplication,37.6,3.51,971.2250712,IT
US92921W3007,Vuzix Corporation,VUZI,Technology,Consumer Electronics,16.2,3.88,317.5257732,전기/전자
US6819361006,"Omega Healthcare Investors, Inc.",OHI,Real Estate,REIT—Healthcare Facilities,33.71,24.81,35.872632,금융업
US29273V1008,Energy Transfer LP,ET,Energy,Oil & Gas Midstream,12.49,7.96,56.90954774,화학
US90184L1026,"Twitter, Inc.",TWTR,Communication Services,Internet Content & Information,68.41,31.3,118.5623003,서비스/오락/문화
CA82509L1076,Shopify Inc.,SHOP,Technology,Software & Applicationpplication,176.29,26.51,564.9943418,IT
US22160K1051,Costco Wholesale Corporation,COST,Consumer Defensive,Discount Stores,612.27,406.51,50.616221,유통
US90187B4086,Two Harbors Investment Corp.,TWO,Real Estate,REIT—Mortgage,6.81,3.41,99.70674487,금융업
US64828T2015,Rithm Capital Corp.,RITM,Real Estate,REIT—Mortgage,11.81,7.11,66.10407876,금융업
US3434121022,Fluor Corporation,FLR,Industrials,Engineering & Construction,31.32,15.71,99.36346276,건설업
US02209S1033,"Altria Group, Inc.",MO,Consumer Defensive,Tobacco,57.05,40.61,40.48263974,서비스/오락/문화
US12468P1049,"C3.ai, Inc.",AI,Technology,Information Technology Services,53.82,12.14,343.3278418,IT
US03940F1030,Archaea Energy Inc.,LFG,Utilities,Utilities—Renewable,23.75,12.59,88.64177919,기타
US03044L1052,American Well Corporation,AMWL,Healthcare,Health Information Services,9.7,2.52,284.9206349,의료/의약
US7561091049,Realty Income Corporation,O,Real Estate,REIT—Retail,75.4,57.61,30.88005555,금융업
US0382221051,"Applied Materials, Inc.",AMAT,Technology,Semiconductor Equipment & Materials,167.06,82.53,102.4233612,전기/전자
US91912E1055,Vale S.A.,VALE,Basic Materials,Other Industrial Metals & Mining,21.29,11.16,90.77060932,철강
KYG9491K1058,Gogoro Inc.,GGR,Consumer Cyclical,Auto Parts,17.59,3.87,354.5219638,IT
US78397Q1094,SES AI Corporation,SES,Consumer Cyclical,Auto Parts,11.47,3.61,217.7285319,IT
US0517741072,"Aurora Innovation, Inc.",AUR,Technology,Information Technology Services,17.77,1.835,868.3923706,IT
IL0011786154,REE Automotive Ltd.,REE,Consumer Cyclical,Recreational Vehicles,7.49,0.6,1148.333333,제조
US65345M1080,"Nextdoor Holdings, Inc.",KIND,Communication Services,Internet Content & Information,18.59,2.47,652.6315789,서비스/오락/문화
KYG0633U1195,Austerlitz Acquisition Corporation II,ASZ-UN,Financial Services,Shell Companies,10.17,9.76,4.200819672,금융업
KYG8601L1023,SVF Investment Corp.,SVFA,Financial Services,Shell Companies,10.88,9.71,12.04943357,금융업
KYG3312L1032,Far Peak Acquisition Corporation,FPAC,Financial Services,Shell Companies,11.3,9.76,15.77868852,금융업
KYG3728Y1290,FTAC Hera Acquisition Corp.,HERAU,Financial Services,Shell Companies,10.1,9.78,3.27198364,금융업
KYG1355U1132,Bridgetown Holdings Limited,BTWN,Financial Services,Shell Companies,10.4,9.77,6.448311157,금융업
US03945R1023,Archer Aviation Inc.,ACHR,Industrials,Aerospace & Defense,8.95,2.61,242.9118774,제조
US92259N1046,"Velo3D, Inc.",VLD,Technology,Computer Hardware,13.18,1.28,929.6875,제조
KYG0633D1170,Austerlitz Acquisition Corporation I,AUS-UN,Financial Services,Shell Companies,11.67,9.79,19.20326864,금융업
US6821891057,ON Semiconductor Corporation,ON,Technology,Semiconductors,76.78,41.88,83.33333333,전기/전자
US38286Q1076,Polestar Automotive Holding UK PLC,PSNY,Consumer Cyclical,Auto Manufacturers,16.41,5.06,224.3083004,제조
US96328L1061,Wheels Up Experience Inc.,UP,Industrials,Airports & Air Services,8.1,1.175,589.3617021,서비스/오락/문화
US83422N1054,"Solid Power, Inc.",SLDP,Industrials,Electrical Equipment & Parts,14.85,5.17,187.2340426,전기/전자
US90138Q1085,23andMe Holding Co.,ME,Healthcare,Diagnostics & Research,13.68,2.12,545.2830189,의료/의약
US96209A1043,WeWork Inc.,WE,Real Estate,Real Estate Services,14.97,2.71,452.398524,건설업
US87663X1028,"Tattooed Chef, Inc.",TTCF,Consumer Defensive,Packaged Foods,19.02,4.92,286.5853659,제조
US29272C1036,Energous Corporation,WATT,Technology,Scientific & Technical Instruments,2.65,0.815,225.1533742,IT
US81727U1051,"Senseonics Holdings, Inc.",SENS,Healthcare,Medical Devices,4.28,0.77,455.8441558,의료/의약
US20030N1019,Comcast Corporation,CMCSA,Communication Services,Telecom Services,57.96,30,93.2,방송/통신
US94106L1098,"Waste Management, Inc.",WM,Industrials,Waste Management,175.98,138.58,26.98802136,제조
US87612E1064,Target Corporation,TGT,Consumer Defensive,Discount Stores,268.98,137.16,96.10673666,유통
US57636Q1040,Mastercard Incorporated,MA,Financial Services,Credit Services,399.92,281.69,41.97167099,금융업
US8718291078,Sysco Corporation,SYY,Consumer Defensive,Food Distribution,91.53,68.05,34.50404115,유통
US34959E1091,"Fortinet, Inc.",FTNT,Technology,Software—Infrastructure,74.35,47.37,56.95587925,IT
CA2926717083,Energy Fuels Inc.,EFR.TO,Energy,Uranium,14.33,6.14,133.3876221,화학
GB00BMVP7Y09,Royalty Pharma plc,RPRX,Healthcare,Biotechnology,44.75,34.86,28.37062536,의료/의약
US00108J1097,"ACM Research, Inc.",ACMR,Technology,Semiconductor Equipment & Materials,39.71,11.23,253.6064114,전기/전자
US17275R1023,"Cisco Systems, Inc.",CSCO,Technology,Communication Equipment,64.29,40.12,60.2442672,방송/통신
US92343V1044,Verizon Communications Inc.,VZ,Communication Services,Telecom Services,55.51,38.45,44.36931079,방송/통신
US09075F1075,"Bionano Genomics, Inc.",BNGO,Healthcare,Diagnostics & Research,6.28,1.16,441.3793103,의료/의약
US91325V1089,Uniti Group Inc.,UNIT,Real Estate,REIT—Specialty,14.6,6.66,119.2192192,금융업
US00827B1061,"Affirm Holdings, Inc.",AFRM,Technology,Software—Infrastructure,176.65,13.64,1195.087977,IT
US86877M2098,"Surface Oncology, Inc.",SURF,Healthcare,Biotechnology,8.32,1,732,의료/의약
US76010Y1038,"Rent the Runway, Inc.",RENT,Consumer Cyclical,Apparel Retail,24.77,2.145,1054.778555,유통
US26142R1041,DraftKings Inc.,DKNG,Consumer Cyclical,Gambling,51.3,9.77,425.0767656,서비스/오락/문화
US87250W1036,"TD Holdings, Inc.",GLG,Basic Materials,Other Industrial Metals & Mining,3.95,0.75,426.6666667,철강
US5500211090,Lululemon Athletica Inc.,LULU,Consumer Cyclical,Apparel Retail,485.83,251.51,93.1652817,유통
US5006001011,Kopin Corporation,KOPN,Technology,Electronic Components,7.02,1,602,전기/전자
MHY1146L1258,Castor Maritime Inc.,CTRM,Industrials,Marine Shipping,2.598,1,159.8,운송/운수
US46489V1044,"Isoray, Inc.",ISR,Healthcare,Medical Devices,0.69,0.19,263.1578947,의료/의약
US92561V1098,Vicarious Surgical Inc.,RBOT,Healthcare,Medical Devices,15.02,2.82,432.6241135,의료/의약
US37637K1088,GitLab Inc.,GTLB,Technology,Software & Applicationpplication,137,30.74,345.6733897,IT
US7672921050,"Riot Blockchain, Inc.",RIOT,Technology,Software & Applicationpplication,46.28,4.02,1051.243781,IT
US18915M1071,"Cloudflare, Inc.",NET,Technology,Software—Infrastructure,221.64,38.96,468.8911704,IT
US02079K1079,Alphabet Inc.,GOOG,Communication Services,Internet Content & Information,152.1,96.52,57.58392043,서비스/오락/문화
US09354A1007,Blink Charging Co.,BLNK,Industrials,Engineering & Construction,49,13.6,260.2941176,건설업
CA09228F1036,BlackBerry Limited,BB.TO,Technology,Software—Infrastructure,15.41,6.13,151.3866232,IT
US86771W1053,Sunrun Inc.,RUN,Technology,Solar,60.6,16.8,260.7142857,기타
US87968A1043,Tellurian Inc.,TELL,Energy,Oil & Gas E&P,6.54,1.54,324.6753247,화학
US68389X1054,Oracle Corporation,ORCL,Technology,Software—Infrastructure,106.34,60.78,74.95886805,IT
US59516C1062,"Microvast Holdings, Inc.",MVST,Industrials,Electrical Equipment & Parts,10.25,1.83,460.1092896,전기/전자
US53228T1016,"Lightning eMotors, Inc.",ZEV,Industrials,Farm & Heavy Construction Machinery,9.71,1.61,503.1055901,기계
US25058X1054,"Desktop Metal, Inc.",DM,Technology,Computer Hardware,9.69,1.26,669.047619,제조
LU2314763264,Arrival,ARVL,Consumer Cyclical,Auto Manufacturers,17.99,0.76,2267.105263,제조
US4181001037,"HashiCorp, Inc.",HCP,Technology,Software—Infrastructure,102.95,25.51,303.5672285,IT
US4858591021,"Katapult Holdings, Inc.",KPLT,Technology,Software—Infrastructure,6.05,0.901,571.4761376,IT
US79466L3024,"Salesforce, Inc.",CRM,Technology,Software & Applicationpplication,311.75,144.79,115.3118309,IT
US18452B2097,"CleanSpark, Inc.",CLSK,Technology,Software & Applicationpplication,23.6,3.001,686.4045318,IT
CA29287W1023,"Engine Gaming and Media, Inc.",GAME.V,Communication Services,Electronic Gaming & Multimedia,5.98,0.7,754.2857143,서비스/오락/문화
US39366L2088,GreenBox POS,GBOX,Technology,Software—Infrastructure,9,0.72,1150,IT
US2561631068,"DocuSign, Inc.",DOCU,Technology,Software & Applicationpplication,288.5,51.12,464.3583725,IT
US67421J1088,Oatly Group AB,OTLY,Consumer Defensive,Beverages—Non-Alcoholic,16.13,2.48,550.4032258,제조
US26622P1075,"Doximity, Inc.",DOCS,Healthcare,Health Information Services,91.25,27.06,237.2135994,의료/의약
US1468691027,Carvana Co.,CVNA,Consumer Cyclical,Internet Retail,309.5,19.45,1491.25964,유통
KYG9444H1002,Vy Global Growth,VYGG,Financial Services,Shell Companies,10.05,9.77,2.86591607,금융업
KYG237261055,Cohn Robbins Holdings Corp.,CRHC,Financial Services,Shell Companies,10.05,7.85,28.02547771,금융업
LU1778762911,Spotify Technology S.A.,SPOT,Communication Services,Internet Content & Information,305.6,85.92,255.679702,서비스/오락/문화
US83425V1044,"Solo Brands, Inc.",DTC,Consumer Cyclical,Internet Retail,23.39,3.66,539.0710383,유통
US30052F1003,"EVgo, Inc.",EVGO,Consumer Cyclical,Specialty Retail,19.59,5.28,271.0227273,유통
US9344231041,"Warner Bros. Discovery, Inc.",WBD,Communication Services,Entertainment,31.55,11.2,181.6964286,서비스/오락/문화
US22053A1079,"Quince Therapeutics, Inc.",QNCX,Healthcare,Biotechnology,98.5,1.2,8108.333333,의료/의약
US9778521024,"Wolfspeed, Inc.",WOLF,Technology,Semiconductors,142.33,58.07,145.1007405,전기/전자
US1925761066,"Cohu, Inc.",COHU,Technology,Semiconductor Equipment & Materials,39.86,24.06,65.66916043,전기/전자
US5012421013,"Kulicke and Soffa Industries, Inc.",KLIC,Technology,Semiconductor Equipment & Materials,73.45,37.35,96.65327979,전기/전자
US13100M5094,"Calix, Inc.",CALX,Technology,Software & Applicationpplication,80.95,31.59,156.2519785,IT
CH0523961370,NLS Pharmaceutics AG,NLSP,Healthcare,Biotechnology,2.83,0.33,757.5757576,의료/의약
US89457R1014,"Trean Insurance Group, Inc.",TIG,Financial Services,Insurance—Specialty,10.87,3.19,240.7523511,금융업
US74754R1032,"Qualigen Therapeutics, Inc.",QLGN,Healthcare,Biotechnology,3.12,0.26,1100,의료/의약
US5801351017,McDonald's Corporation,MCD,Consumer Cyclical,Restaurants,271.15,217.68,24.56357957,서비스/오락/문화
US4404521001,Hormel Foods Corporation,HRL,Consumer Defensive,Packaged Foods,55.11,40.48,36.14130435,제조
US68629Y1038,Orion Office REIT Inc.,ONL,Real Estate,REIT—Office,19.27,8.42,128.8598575,금융업
KYG5194C1015,Jowell Global Ltd.,JWEL,Consumer Cyclical,Internet Retail,25.78,0.956,2596.65272,유통
US00138L1089,ATRenew Inc.,RERE,Consumer Cyclical,Internet Retail,10.215,2.2,364.3181818,유통
US25754A2015,"Domino's Pizza, Inc.",DPZ,Consumer Cyclical,Restaurants,567.57,310.99,82.50426059,서비스/오락/문화
US5486611073,"Lowe's Companies, Inc.",LOW,Consumer Cyclical,Home Improvement Retail,263.31,170.12,54.77897954,유통
US5007541064,The Kraft Heinz Company,KHC,Consumer Defensive,Packaged Foods,44.87,32.73,37.0913535,제조
CNE000001N05,Bank of China Limited,601988.SS,Financial Services,Banks—Diversified,3.35,3,11.66666667,금융업
CNE000001P37,Industrial & Commercial Bank of China Ltd.,601398.SS,Financial Services,Banks—Diversified,4.9,4.32,13.42592593,금융업
US29664W1053,"Esperion Therapeutics, Inc.",ESPR,Healthcare,Drug Manufacturers—Specialty & Generic,12.15,3.28,270.4268293,의료/의약
US65339F1012,"NextEra Energy, Inc.",NEE,Utilities,Utilities—Regulated Electric,93.73,67.22,39.43766736,전기/전자
KYG089081080,Baosheng Media Group Holdings Limited,BAOS,Communication Services,Advertising Agencies,2.52,0.35,620,서비스/오락/문화
CA50202P1053,Li-Cycle Holdings Corp.,LICY,Industrials,Waste Management,14.28,5.49,160.1092896,제조
AU000000SYA5,Sayona Mining Limited,SYA.AX,Basic Materials,Other Industrial Metals & Mining,0.39,0.1075,262.7906977,철강
US29786A1060,"Etsy, Inc.",ETSY,Consumer Cyclical,Internet Retail,307.75,67.01,359.259812,유통
US86882L2043,"SurgePays, Inc.",SURG,Technology,Software & Applicationpplication,7.3,1.76,314.7727273,IT
US98156Q1085,"World Wrestling Entertainment, Inc.",WWE,Communication Services,Entertainment,75.23,46.91,60.37092304,서비스/오락/문화
US6549022043,Nokia Oyj,NOK,Technology,Communication Equipment,6.4,4.19,52.74463007,방송/통신
CNE100001FR6,"LONGi Green Energy Technology Co., Ltd.",601012.SS,Technology,Semiconductor Equipment & Materials,73.79,40.14,83.83158944,전기/전자
US04962H5063,"Atossa Therapeutics, Inc.",ATOS,Healthcare,Biotechnology,3.33,0.8,316.25,의료/의약
US5768101058,"Matinas BioPharma Holdings, Inc.",MTNB,Healthcare,Biotechnology,1.29,0.49,163.2653061,의료/의약
US77664L1089,"Root, Inc.",ROOT,Financial Services,Insurance—Property & Casualty,116.73,7.85,1387.006369,금융업
US5738741041,"Marvell Technology, Inc.",MRVL,Technology,Semiconductors,93.85,41.07,128.5122961,전기/전자
US9029733048,U.S. Bancorp,USB,Financial Services,Banks—Regional,63.57,40.31,57.70280327,금융업
US19260Q1076,"Coinbase Global, Inc.",COIN,Technology,Software & Applicationpplication,368.9,40.83,803.5023267,IT
US88339J1051,"The Trade Desk, Inc.",TTD,Technology,Software & Applicationpplication,114.09,39,192.5384615,IT
US4523271090,"Illumina, Inc.",ILMN,Healthcare,Diagnostics & Research,428,173.45,146.7569905,의료/의약
JP3429800000,ANA Holdings Inc.,9202.T,Industrials,Airlines,"2,974.00","2,150.00",38.3255814,서비스/오락/문화
US26884U1097,EPR Properties,EPR,Real Estate,REIT—Specialty,56.38,34.58,63.04222094,금융업
